territorio,geocode,estado,ano,classe,valor_pixel,area_ha
"Cáceres",5102504,MT,2000,"Agropecuária",14,440291.0659
"Cáceres",5102504,MT,2000,"Área não Vegetada",22,2900.2942
"Cáceres",5102504,MT,2000,"Corpo D'Água",26,336337.8512
"Cáceres",5102504,MT,2001,"Soja",39,131.3281
"Cáceres",5102504,MT,2001,"Cana",20,5.0728
"Cáceres",5102504,MT,2001,"Outras Lavouras Temporárias",41,4135.5665
"Cáceres",5102504,MT,2001,"Lavoura Temporária",19,4271.9674
"Cáceres",5102504,MT,2001,"Formação Campestre",12,510764.2706
"Cáceres",5102504,MT,2001,"Formação Florestal",3,425444.9353
"Cáceres",5102504,MT,2001,"Agricultura",18,4271.9674
"Cáceres",5102504,MT,2001,"Rio, Lago e Oceano",33,293944.9580
"Cáceres",5102504,MT,2001,"Silvicultura",9,766.9916
"Cáceres",5102504,MT,2001,"Outras Áreas não Vegetadas",25,607.7169
"Cáceres",5102504,MT,2001,"Campo Alagado e Área Pantanosa",11,357637.0824
"Cáceres",5102504,MT,2001,"Mosaico de Usos",21,9252.3637
"Cáceres",5102504,MT,2001,"Floresta Alagável",6,18510.7414
"Cáceres",5102504,MT,2001,"Afloramento Rochoso",29,1173.6239
"Cáceres",5102504,MT,2001,"Pastagem",15,446099.3307
"Cáceres",5102504,MT,2001,"Área Urbanizada",24,2443.6268
"Cáceres",5102504,MT,2001,"Formação Savânica",4,375927.0258
"Cáceres",5102504,MT,2001,"Floresta",1,819882.7026
"Cáceres",5102504,MT,2001,"Vegetação Herbácea e Arbustiva",10,869574.9769
"Cáceres",5102504,MT,2001,"Agropecuária",14,460390.6533
"Cáceres",5102504,MT,2001,"Área não Vegetada",22,3051.3437
"Cáceres",5102504,MT,2001,"Corpo D'Água",26,293944.9580
"Cáceres",5102504,MT,2002,"Soja",39,4.3826
"Cáceres",5102504,MT,2002,"Cana",20,4.5559
"Cáceres",5102504,MT,2002,"Outras Lavouras Temporárias",41,4559.1048
"Cáceres",5102504,MT,2002,"Lavoura Temporária",19,4568.0433
"Cáceres",5102504,MT,2002,"Formação Campestre",12,427218.5380
"Cáceres",5102504,MT,2002,"Formação Florestal",3,413901.9227
"Cáceres",5102504,MT,2002,"Agricultura",18,4568.0433
"Cáceres",5102504,MT,2002,"Rio, Lago e Oceano",33,286424.3091
"Cáceres",5102504,MT,2002,"Silvicultura",9,773.1856
"Cáceres",5102504,MT,2002,"Outras Áreas não Vegetadas",25,778.8049
"Cáceres",5102504,MT,2002,"Campo Alagado e Área Pantanosa",11,446132.9644
"Cáceres",5102504,MT,2002,"Mosaico de Usos",21,9251.3444
"Cáceres",5102504,MT,2002,"Floresta Alagável",6,17653.9765
"Cáceres",5102504,MT,2002,"Afloramento Rochoso",29,1176.0325
"Cáceres",5102504,MT,2002,"Pastagem",15,464707.2758
"Cáceres",5102504,MT,2002,"Área Urbanizada",24,2466.6731
"Cáceres",5102504,MT,2002,"Formação Savânica",4,371793.8176
"Cáceres",5102504,MT,2002,"Floresta",1,803349.7167
"Cáceres",5102504,MT,2002,"Vegetação Herbácea e Arbustiva",10,874527.5350
"Cáceres",5102504,MT,2002,"Agropecuária",14,479299.8490
"Cáceres",5102504,MT,2002,"Área não Vegetada",22,3245.4780
"Cáceres",5102504,MT,2002,"Corpo D'Água",26,286424.3091
"Cáceres",5102504,MT,2003,"Soja",39,0.4298
"Cáceres",5102504,MT,2003,"Outras Lavouras Temporárias",41,4992.7121
"Cáceres",5102504,MT,2003,"Lavoura Temporária",19,4993.1420
"Cáceres",5102504,MT,2003,"Formação Campestre",12,407578.6828
"Cáceres",5102504,MT,2003,"Formação Florestal",3,402015.5447
"Cáceres",5102504,MT,2003,"Agricultura",18,4993.1420
"Cáceres",5102504,MT,2003,"Rio, Lago e Oceano",33,274264.4848
"Cáceres",5102504,MT,2003,"Silvicultura",9,767.3345
"Cáceres",5102504,MT,2003,"Outras Áreas não Vegetadas",25,782.0291
"Cáceres",5102504,MT,2003,"Campo Alagado e Área Pantanosa",11,475474.1444
"Cáceres",5102504,MT,2003,"Mosaico de Usos",21,8740.7616
"Cáceres",5102504,MT,2003,"Floresta Alagável",6,17278.5565
"Cáceres",5102504,MT,2003,"Afloramento Rochoso",29,1182.4886
"Cáceres",5102504,MT,2003,"Pastagem",15,488055.4900
"Cáceres",5102504,MT,2003,"Área Urbanizada",24,2508.8925
"Cáceres",5102504,MT,2003,"Formação Savânica",4,363209.5980
"Cáceres",5102504,MT,2003,"Floresta",1,782503.6992
"Cáceres",5102504,MT,2003,"Vegetação Herbácea e Arbustiva",10,884235.3157
"Cáceres",5102504,MT,2003,"Agropecuária",14,502556.7281
"Cáceres",5102504,MT,2003,"Área não Vegetada",22,3290.9216
"Cáceres",5102504,MT,2003,"Corpo D'Água",26,274264.4848
"Cáceres",5102504,MT,2004,"Soja",39,8.5862
"Cáceres",5102504,MT,2004,"Outras Lavouras Temporárias",41,4869.7118
"Cáceres",5102504,MT,2004,"Lavoura Temporária",19,4878.2981
"Cáceres",5102504,MT,2004,"Formação Campestre",12,488418.6759
"Cáceres",5102504,MT,2004,"Formação Florestal",3,392055.5582
"Cáceres",5102504,MT,2004,"Agricultura",18,4878.2981
"Cáceres",5102504,MT,2004,"Rio, Lago e Oceano",33,235101.3094
"Cáceres",5102504,MT,2004,"Silvicultura",9,828.8329
"Cáceres",5102504,MT,2004,"Outras Áreas não Vegetadas",25,881.2925
"Cáceres",5102504,MT,2004,"Campo Alagado e Área Pantanosa",11,432206.4044
"Cáceres",5102504,MT,2004,"Mosaico de Usos",21,9366.1846
"Cáceres",5102504,MT,2004,"Floresta Alagável",6,17428.8571
"Cáceres",5102504,MT,2004,"Afloramento Rochoso",29,1182.9190
"Cáceres",5102504,MT,2004,"Pastagem",15,502371.8456
"Cáceres",5102504,MT,2004,"Área Urbanizada",24,2529.9613
"Cáceres",5102504,MT,2004,"Formação Savânica",4,359599.7314
"Cáceres",5102504,MT,2004,"Floresta",1,769084.1466
"Cáceres",5102504,MT,2004,"Vegetação Herbácea e Arbustiva",10,921807.9993
"Cáceres",5102504,MT,2004,"Agropecuária",14,517445.1612
"Cáceres",5102504,MT,2004,"Área não Vegetada",22,3411.2539
"Cáceres",5102504,MT,2004,"Corpo D'Água",26,235101.3094
"Cáceres",5102504,MT,2005,"Soja",39,1354.4031
"Cáceres",5102504,MT,2005,"Outras Lavouras Temporárias",41,5577.2464
"Cáceres",5102504,MT,2005,"Lavoura Temporária",19,6931.6495
"Cáceres",5102504,MT,2005,"Formação Campestre",12,470870.7087
"Cáceres",5102504,MT,2005,"Formação Florestal",3,383330.7602
"Cáceres",5102504,MT,2005,"Agricultura",18,6931.6495
"Cáceres",5102504,MT,2005,"Rio, Lago e Oceano",33,294250.6120
"Cáceres",5102504,MT,2005,"Silvicultura",9,2086.7273
"Cáceres",5102504,MT,2005,"Outras Áreas não Vegetadas",25,891.2736
"Cáceres",5102504,MT,2005,"Campo Alagado e Área Pantanosa",11,390257.5087
"Cáceres",5102504,MT,2005,"Mosaico de Usos",21,9884.8899
"Cáceres",5102504,MT,2005,"Floresta Alagável",6,17188.5867
"Cáceres",5102504,MT,2005,"Afloramento Rochoso",29,1180.1699
"Cáceres",5102504,MT,2005,"Pastagem",15,510287.6160
"Cáceres",5102504,MT,2005,"Área Urbanizada",24,2537.8734
"Cáceres",5102504,MT,2005,"Formação Savânica",4,357155.1236
"Cáceres",5102504,MT,2005,"Floresta",1,757674.4705
"Cáceres",5102504,MT,2005,"Vegetação Herbácea e Arbustiva",10,862308.3874
"Cáceres",5102504,MT,2005,"Agropecuária",14,529190.8827
"Cáceres",5102504,MT,2005,"Área não Vegetada",22,3429.1470
"Cáceres",5102504,MT,2005,"Corpo D'Água",26,294250.6120
"Cáceres",5102504,MT,2006,"Soja",39,2316.0376
"Cáceres",5102504,MT,2006,"Outras Lavouras Temporárias",41,4790.5441
"Cáceres",5102504,MT,2006,"Lavoura Temporária",19,7106.5816
"Cáceres",5102504,MT,2006,"Formação Campestre",12,271635.2920
"Cáceres",5102504,MT,2006,"Formação Florestal",3,377926.4523
"Cáceres",5102504,MT,2006,"Agricultura",18,7106.5816
"Cáceres",5102504,MT,2006,"Rio, Lago e Oceano",33,374947.7582
"Cáceres",5102504,MT,2006,"Silvicultura",9,4740.9493
"Cáceres",5102504,MT,2006,"Outras Áreas não Vegetadas",25,842.1458
"Cáceres",5102504,MT,2006,"Campo Alagado e Área Pantanosa",11,507385.8592
"Cáceres",5102504,MT,2006,"Mosaico de Usos",21,9817.9092
"Cáceres",5102504,MT,2006,"Floresta Alagável",6,17039.8980
"Cáceres",5102504,MT,2006,"Afloramento Rochoso",29,1174.8355
"Cáceres",5102504,MT,2006,"Pastagem",15,513258.5590
"Cáceres",5102504,MT,2006,"Área Urbanizada",24,2547.9344
"Cáceres",5102504,MT,2006,"Formação Savânica",4,358432.0137
"Cáceres",5102504,MT,2006,"Floresta",1,753398.3640
"Cáceres",5102504,MT,2006,"Vegetação Herbácea e Arbustiva",10,780195.9866
"Cáceres",5102504,MT,2006,"Agropecuária",14,534923.9992
"Cáceres",5102504,MT,2006,"Área não Vegetada",22,3390.0802
"Cáceres",5102504,MT,2006,"Corpo D'Água",26,374947.7582
"Cáceres",5102504,MT,2007,"Soja",39,2685.5025
"Cáceres",5102504,MT,2007,"Outras Lavouras Temporárias",41,5152.0220
"Cáceres",5102504,MT,2007,"Lavoura Temporária",19,7837.5246
"Cáceres",5102504,MT,2007,"Formação Campestre",12,305444.9440
"Cáceres",5102504,MT,2007,"Formação Florestal",3,377030.0540
"Cáceres",5102504,MT,2007,"Agricultura",18,7837.5246
"Cáceres",5102504,MT,2007,"Rio, Lago e Oceano",33,344400.3232
"Cáceres",5102504,MT,2007,"Silvicultura",9,5236.3652
"Cáceres",5102504,MT,2007,"Outras Áreas não Vegetadas",25,805.8665
"Cáceres",5102504,MT,2007,"Campo Alagado e Área Pantanosa",11,502487.1307
"Cáceres",5102504,MT,2007,"Mosaico de Usos",21,8849.1065
"Cáceres",5102504,MT,2007,"Floresta Alagável",6,16651.5269
"Cáceres",5102504,MT,2007,"Afloramento Rochoso",29,1176.4707
"Cáceres",5102504,MT,2007,"Pastagem",15,516332.0890
"Cáceres",5102504,MT,2007,"Área Urbanizada",24,2587.4855
"Cáceres",5102504,MT,2007,"Formação Savânica",4,358015.6882
"Cáceres",5102504,MT,2007,"Floresta",1,751697.2691
"Cáceres",5102504,MT,2007,"Vegetação Herbácea e Arbustiva",10,809108.5454
"Cáceres",5102504,MT,2007,"Agropecuária",14,538255.0853
"Cáceres",5102504,MT,2007,"Área não Vegetada",22,3393.3520
"Cáceres",5102504,MT,2007,"Corpo D'Água",26,344400.3232
"Cáceres",5102504,MT,2008,"Soja",39,2403.5755
"Cáceres",5102504,MT,2008,"Outras Lavouras Temporárias",41,6864.7288
"Cáceres",5102504,MT,2008,"Lavoura Temporária",19,9268.3044
"Cáceres",5102504,MT,2008,"Formação Campestre",12,358675.1810
"Cáceres",5102504,MT,2008,"Formação Florestal",3,374151.7423
"Cáceres",5102504,MT,2008,"Agricultura",18,9268.3044
"Cáceres",5102504,MT,2008,"Rio, Lago e Oceano",33,293095.0476
"Cáceres",5102504,MT,2008,"Silvicultura",9,5797.0387
"Cáceres",5102504,MT,2008,"Outras Áreas não Vegetadas",25,785.1538
"Cáceres",5102504,MT,2008,"Campo Alagado e Área Pantanosa",11,499298.8328
"Cáceres",5102504,MT,2008,"Mosaico de Usos",21,7945.3433
"Cáceres",5102504,MT,2008,"Floresta Alagável",6,16082.1348
"Cáceres",5102504,MT,2008,"Afloramento Rochoso",29,1172.8551
"Cáceres",5102504,MT,2008,"Pastagem",15,520309.0085
"Cáceres",5102504,MT,2008,"Área Urbanizada",24,2624.3723
"Cáceres",5102504,MT,2008,"Formação Savânica",4,357649.5387
"Cáceres",5102504,MT,2008,"Floresta",1,747883.4158
"Cáceres",5102504,MT,2008,"Vegetação Herbácea e Arbustiva",10,859146.8689
"Cáceres",5102504,MT,2008,"Agropecuária",14,543319.6947
"Cáceres",5102504,MT,2008,"Área não Vegetada",22,3409.5261
"Cáceres",5102504,MT,2008,"Corpo D'Água",26,293095.0476
"Cáceres",5102504,MT,2009,"Soja",39,2509.2959
"Cáceres",5102504,MT,2009,"Outras Lavouras Temporárias",41,8403.0404
"Cáceres",5102504,MT,2009,"Lavoura Temporária",19,10912.3363
"Cáceres",5102504,MT,2009,"Formação Campestre",12,586928.7027
"Cáceres",5102504,MT,2009,"Formação Florestal",3,371974.0223
"Cáceres",5102504,MT,2009,"Agricultura",18,10912.3363
"Cáceres",5102504,MT,2009,"Rio, Lago e Oceano",33,209297.3123
"Cáceres",5102504,MT,2009,"Silvicultura",9,6683.4877
"Cáceres",5102504,MT,2009,"Outras Áreas não Vegetadas",25,749.6108
"Cáceres",5102504,MT,2009,"Campo Alagado e Área Pantanosa",11,353290.5525
"Cáceres",5102504,MT,2009,"Mosaico de Usos",21,7379.9861
"Cáceres",5102504,MT,2009,"Floresta Alagável",6,15780.4057
"Cáceres",5102504,MT,2009,"Afloramento Rochoso",29,1170.9620
"Cáceres",5102504,MT,2009,"Pastagem",15,522079.9047
"Cáceres",5102504,MT,2009,"Área Urbanizada",24,2672.6117
"Cáceres",5102504,MT,2009,"Formação Savânica",4,357934.3887
"Cáceres",5102504,MT,2009,"Floresta",1,745688.8166
"Cáceres",5102504,MT,2009,"Vegetação Herbácea e Arbustiva",10,941390.2172
"Cáceres",5102504,MT,2009,"Agropecuária",14,547055.7148
"Cáceres",5102504,MT,2009,"Área não Vegetada",22,3422.2225
"Cáceres",5102504,MT,2009,"Corpo D'Água",26,209297.3123
"Cáceres",5102504,MT,2010,"Soja",39,2674.1001
"Cáceres",5102504,MT,2010,"Outras Lavouras Temporárias",41,8840.9334
"Cáceres",5102504,MT,2010,"Lavoura Temporária",19,11515.0336
"Cáceres",5102504,MT,2010,"Formação Campestre",12,491012.4040
"Cáceres",5102504,MT,2010,"Formação Florestal",3,372314.9595
"Cáceres",5102504,MT,2010,"Agricultura",18,11515.0336
"Cáceres",5102504,MT,2010,"Rio, Lago e Oceano",33,224293.2256
"Cáceres",5102504,MT,2010,"Silvicultura",9,7680.5335
"Cáceres",5102504,MT,2010,"Outras Áreas não Vegetadas",25,709.8500
"Cáceres",5102504,MT,2010,"Campo Alagado e Área Pantanosa",11,432274.2009
"Cáceres",5102504,MT,2010,"Mosaico de Usos",21,6823.0752
"Cáceres",5102504,MT,2010,"Floresta Alagável",6,15579.3301
"Cáceres",5102504,MT,2010,"Afloramento Rochoso",29,1170.6174
"Cáceres",5102504,MT,2010,"Pastagem",15,524393.4183
"Cáceres",5102504,MT,2010,"Área Urbanizada",24,2707.2686
"Cáceres",5102504,MT,2010,"Formação Savânica",4,356380.3429
"Cáceres",5102504,MT,2010,"Floresta",1,744274.6324
"Cáceres",5102504,MT,2010,"Vegetação Herbácea e Arbustiva",10,924457.2223
"Cáceres",5102504,MT,2010,"Agropecuária",14,550412.0606
"Cáceres",5102504,MT,2010,"Área não Vegetada",22,3417.1187
"Cáceres",5102504,MT,2010,"Corpo D'Água",26,224293.2256
"Cáceres",5102504,MT,2011,"Soja",39,2339.2608
"Cáceres",5102504,MT,2011,"Outras Lavouras Temporárias",41,8618.9457
"Cáceres",5102504,MT,2011,"Lavoura Temporária",19,10958.2065
"Cáceres",5102504,MT,2011,"Formação Campestre",12,338669.5619
"Cáceres",5102504,MT,2011,"Formação Florestal",3,372741.6495
"Cáceres",5102504,MT,2011,"Agricultura",18,10958.2065
"Cáceres",5102504,MT,2011,"Rio, Lago e Oceano",33,281563.7490
"Cáceres",5102504,MT,2011,"Silvicultura",9,8970.1040
"Cáceres",5102504,MT,2011,"Outras Áreas não Vegetadas",25,603.6892
"Cáceres",5102504,MT,2011,"Campo Alagado e Área Pantanosa",11,526227.3985
"Cáceres",5102504,MT,2011,"Mosaico de Usos",21,6870.6496
"Cáceres",5102504,MT,2011,"Floresta Alagável",6,14965.0233
"Cáceres",5102504,MT,2011,"Afloramento Rochoso",29,1173.1990
"Cáceres",5102504,MT,2011,"Pastagem",15,522584.9942
"Cáceres",5102504,MT,2011,"Área Urbanizada",24,2738.9971
"Cáceres",5102504,MT,2011,"Formação Savânica",4,358791.1265
"Cáceres",5102504,MT,2011,"Floresta",1,746497.7994
"Cáceres",5102504,MT,2011,"Vegetação Herbácea e Arbustiva",10,866070.1594
"Cáceres",5102504,MT,2011,"Agropecuária",14,549383.9543
"Cáceres",5102504,MT,2011,"Área não Vegetada",22,3342.6863
"Cáceres",5102504,MT,2011,"Corpo D'Água",26,281563.7490
"Cáceres",5102504,MT,2012,"Soja",39,2263.7740
"Cáceres",5102504,MT,2012,"Cana",20,2.4924
"Cáceres",5102504,MT,2012,"Outras Lavouras Temporárias",41,6406.6010
"Cáceres",5102504,MT,2012,"Lavoura Temporária",19,8672.8674
"Cáceres",5102504,MT,2012,"Formação Campestre",12,737819.5204
"Cáceres",5102504,MT,2012,"Formação Florestal",3,374650.0233
"Cáceres",5102504,MT,2012,"Agricultura",18,8672.8674
"Cáceres",5102504,MT,2012,"Rio, Lago e Oceano",33,166261.5689
"Cáceres",5102504,MT,2012,"Silvicultura",9,9972.3819
"Cáceres",5102504,MT,2012,"Outras Áreas não Vegetadas",25,527.2171
"Cáceres",5102504,MT,2012,"Campo Alagado e Área Pantanosa",11,244062.2621
"Cáceres",5102504,MT,2012,"Mosaico de Usos",21,8195.4370
"Cáceres",5102504,MT,2012,"Floresta Alagável",6,14862.1657
"Cáceres",5102504,MT,2012,"Afloramento Rochoso",29,1175.5804
"Cáceres",5102504,MT,2012,"Pastagem",15,520091.8382
"Cáceres",5102504,MT,2012,"Área Urbanizada",24,2757.0532
"Cáceres",5102504,MT,2012,"Formação Savânica",4,357809.2335
"Cáceres",5102504,MT,2012,"Floresta",1,747321.4224
"Cáceres",5102504,MT,2012,"Vegetação Herbácea e Arbustiva",10,983057.3629
"Cáceres",5102504,MT,2012,"Agropecuária",14,546932.5245
"Cáceres",5102504,MT,2012,"Área não Vegetada",22,3284.2702
"Cáceres",5102504,MT,2012,"Corpo D'Água",26,166261.5689
"Cáceres",5102504,MT,2013,"Soja",39,1604.5416
"Cáceres",5102504,MT,2013,"Cana",20,5.3291
"Cáceres",5102504,MT,2013,"Outras Lavouras Temporárias",41,6761.2386
"Cáceres",5102504,MT,2013,"Lavoura Temporária",19,8371.1094
"Cáceres",5102504,MT,2013,"Formação Campestre",12,617800.1830
"Cáceres",5102504,MT,2013,"Formação Florestal",3,372954.4376
"Cáceres",5102504,MT,2013,"Agricultura",18,8371.1094
"Cáceres",5102504,MT,2013,"Rio, Lago e Oceano",33,182948.5929
"Cáceres",5102504,MT,2013,"Silvicultura",9,11328.1430
"Cáceres",5102504,MT,2013,"Outras Áreas não Vegetadas",25,504.4917
"Cáceres",5102504,MT,2013,"Campo Alagado e Área Pantanosa",11,348500.7805
"Cáceres",5102504,MT,2013,"Mosaico de Usos",21,9041.3820
"Cáceres",5102504,MT,2013,"Floresta Alagável",6,14951.4013
"Cáceres",5102504,MT,2013,"Afloramento Rochoso",29,1185.9785
"Cáceres",5102504,MT,2013,"Pastagem",15,514827.8468
"Cáceres",5102504,MT,2013,"Área Urbanizada",24,2797.3799
"Cáceres",5102504,MT,2013,"Formação Savânica",4,361646.0582
"Cáceres",5102504,MT,2013,"Floresta",1,749551.8971
"Cáceres",5102504,MT,2013,"Vegetação Herbácea e Arbustiva",10,967486.9419
"Cáceres",5102504,MT,2013,"Agropecuária",14,543568.4812
"Cáceres",5102504,MT,2013,"Área não Vegetada",22,3301.8716
"Cáceres",5102504,MT,2013,"Corpo D'Água",26,182948.5929
"Cáceres",5102504,MT,2014,"Soja",39,2120.3485
"Cáceres",5102504,MT,2014,"Cana",20,444.3823
"Cáceres",5102504,MT,2014,"Outras Lavouras Temporárias",41,5753.3632
"Cáceres",5102504,MT,2014,"Lavoura Temporária",19,8318.0940
"Cáceres",5102504,MT,2014,"Formação Campestre",12,325927.1258
"Cáceres",5102504,MT,2014,"Formação Florestal",3,373125.0027
"Cáceres",5102504,MT,2014,"Agricultura",18,8318.0940
"Cáceres",5102504,MT,2014,"Rio, Lago e Oceano",33,338806.5650
"Cáceres",5102504,MT,2014,"Silvicultura",9,11380.8429
"Cáceres",5102504,MT,2014,"Outras Áreas não Vegetadas",25,449.0751
"Cáceres",5102504,MT,2014,"Aquicultura",31,0.3446
"Cáceres",5102504,MT,2014,"Campo Alagado e Área Pantanosa",11,484608.0323
"Cáceres",5102504,MT,2014,"Mosaico de Usos",21,8525.1040
"Cáceres",5102504,MT,2014,"Floresta Alagável",6,15599.9800
"Cáceres",5102504,MT,2014,"Afloramento Rochoso",29,1179.6725
"Cáceres",5102504,MT,2014,"Pastagem",15,512454.9213
"Cáceres",5102504,MT,2014,"Área Urbanizada",24,2871.5994
"Cáceres",5102504,MT,2014,"Formação Savânica",4,363611.1303
"Cáceres",5102504,MT,2014,"Floresta",1,752336.1130
"Cáceres",5102504,MT,2014,"Vegetação Herbácea e Arbustiva",10,811714.8306
"Cáceres",5102504,MT,2014,"Agropecuária",14,540678.9622
"Cáceres",5102504,MT,2014,"Área não Vegetada",22,3320.6746
"Cáceres",5102504,MT,2014,"Corpo D'Água",26,338806.9096
"Cáceres",5102504,MT,2015,"Soja",39,3210.8977
"Cáceres",5102504,MT,2015,"Cana",20,695.5733
"Cáceres",5102504,MT,2015,"Outras Lavouras Temporárias",41,4793.1884
"Cáceres",5102504,MT,2015,"Lavoura Temporária",19,8699.6594
"Cáceres",5102504,MT,2015,"Formação Campestre",12,509044.1796
"Cáceres",5102504,MT,2015,"Formação Florestal",3,370005.4041
"Cáceres",5102504,MT,2015,"Agricultura",18,8699.6594
"Cáceres",5102504,MT,2015,"Rio, Lago e Oceano",33,242046.9496
"Cáceres",5102504,MT,2015,"Silvicultura",9,11401.6303
"Cáceres",5102504,MT,2015,"Outras Áreas não Vegetadas",25,421.0382
"Cáceres",5102504,MT,2015,"Aquicultura",31,0.9477
"Cáceres",5102504,MT,2015,"Campo Alagado e Área Pantanosa",11,398576.2632
"Cáceres",5102504,MT,2015,"Mosaico de Usos",21,8747.6630
"Cáceres",5102504,MT,2015,"Floresta Alagável",6,15834.7545
"Cáceres",5102504,MT,2015,"Afloramento Rochoso",29,1174.7530
"Cáceres",5102504,MT,2015,"Pastagem",15,514229.7676
"Cáceres",5102504,MT,2015,"Área Urbanizada",24,2893.3545
"Cáceres",5102504,MT,2015,"Formação Savânica",4,363780.5429
"Cáceres",5102504,MT,2015,"Floresta",1,749620.7015
"Cáceres",5102504,MT,2015,"Vegetação Herbácea e Arbustiva",10,908795.1957
"Cáceres",5102504,MT,2015,"Agropecuária",14,543078.7203
"Cáceres",5102504,MT,2015,"Área não Vegetada",22,3314.3927
"Cáceres",5102504,MT,2015,"Corpo D'Água",26,242047.8973
"Cáceres",5102504,MT,2016,"Soja",39,3813.8538
"Cáceres",5102504,MT,2016,"Cana",20,843.4385
"Cáceres",5102504,MT,2016,"Outras Lavouras Temporárias",41,5990.4994
"Cáceres",5102504,MT,2016,"Lavoura Temporária",19,10647.7917
"Cáceres",5102504,MT,2016,"Formação Campestre",12,484851.1880
"Cáceres",5102504,MT,2016,"Formação Florestal",3,365977.7447
"Cáceres",5102504,MT,2016,"Agricultura",18,10647.7917
"Cáceres",5102504,MT,2016,"Rio, Lago e Oceano",33,239768.9241
"Cáceres",5102504,MT,2016,"Silvicultura",9,11358.5915
"Cáceres",5102504,MT,2016,"Outras Áreas não Vegetadas",25,373.0437
"Cáceres",5102504,MT,2016,"Aquicultura",31,2.8409
"Cáceres",5102504,MT,2016,"Campo Alagado e Área Pantanosa",11,424216.3938
"Cáceres",5102504,MT,2016,"Mosaico de Usos",21,8565.0228
"Cáceres",5102504,MT,2016,"Floresta Alagável",6,16242.6723
"Cáceres",5102504,MT,2016,"Afloramento Rochoso",29,1174.2359
"Cáceres",5102504,MT,2016,"Pastagem",15,515423.4733
"Cáceres",5102504,MT,2016,"Área Urbanizada",24,2903.6734
"Cáceres",5102504,MT,2016,"Formação Savânica",4,365350.2459
"Cáceres",5102504,MT,2016,"Floresta",1,747570.6629
"Cáceres",5102504,MT,2016,"Vegetação Herbácea e Arbustiva",10,910241.8176
"Cáceres",5102504,MT,2016,"Agropecuária",14,545994.8794
"Cáceres",5102504,MT,2016,"Área não Vegetada",22,3276.7172
"Cáceres",5102504,MT,2016,"Corpo D'Água",26,239771.7650
"Cáceres",5102504,MT,2017,"Soja",39,4365.5614
"Cáceres",5102504,MT,2017,"Cana",20,868.1387
"Cáceres",5102504,MT,2017,"Outras Lavouras Temporárias",41,7121.7763
"Cáceres",5102504,MT,2017,"Lavoura Temporária",19,12355.4764
"Cáceres",5102504,MT,2017,"Formação Campestre",12,350547.6096
"Cáceres",5102504,MT,2017,"Formação Florestal",3,363756.2488
"Cáceres",5102504,MT,2017,"Agricultura",18,12355.4764
"Cáceres",5102504,MT,2017,"Rio, Lago e Oceano",33,286102.2947
"Cáceres",5102504,MT,2017,"Silvicultura",9,11635.4969
"Cáceres",5102504,MT,2017,"Outras Áreas não Vegetadas",25,359.5444
"Cáceres",5102504,MT,2017,"Aquicultura",31,2.8409
"Cáceres",5102504,MT,2017,"Campo Alagado e Área Pantanosa",11,510260.8159
"Cáceres",5102504,MT,2017,"Mosaico de Usos",21,8756.5148
"Cáceres",5102504,MT,2017,"Floresta Alagável",6,16468.0650
"Cáceres",5102504,MT,2017,"Afloramento Rochoso",29,1172.4304
"Cáceres",5102504,MT,2017,"Pastagem",15,517206.2130
"Cáceres",5102504,MT,2017,"Área Urbanizada",24,2928.6974
"Cáceres",5102504,MT,2017,"Formação Savânica",4,365304.8867
"Cáceres",5102504,MT,2017,"Floresta",1,745529.2006
"Cáceres",5102504,MT,2017,"Vegetação Herbácea e Arbustiva",10,861980.8559
"Cáceres",5102504,MT,2017,"Agropecuária",14,549953.7011
"Cáceres",5102504,MT,2017,"Área não Vegetada",22,3288.2417
"Cáceres",5102504,MT,2017,"Corpo D'Água",26,286105.1356
"Cáceres",5102504,MT,2018,"Soja",39,4939.0652
"Cáceres",5102504,MT,2018,"Cana",20,900.0763
"Cáceres",5102504,MT,2018,"Outras Lavouras Temporárias",41,7696.7592
"Cáceres",5102504,MT,2018,"Lavoura Temporária",19,13535.9007
"Cáceres",5102504,MT,2018,"Formação Campestre",12,326348.8279
"Cáceres",5102504,MT,2018,"Formação Florestal",3,362986.6892
"Cáceres",5102504,MT,2018,"Agricultura",18,13535.9007
"Cáceres",5102504,MT,2018,"Rio, Lago e Oceano",33,336997.1351
"Cáceres",5102504,MT,2018,"Silvicultura",9,11727.3093
"Cáceres",5102504,MT,2018,"Outras Áreas não Vegetadas",25,343.0343
"Cáceres",5102504,MT,2018,"Aquicultura",31,0.6031
"Cáceres",5102504,MT,2018,"Campo Alagado e Área Pantanosa",11,480126.8545
"Cáceres",5102504,MT,2018,"Mosaico de Usos",21,9495.1337
"Cáceres",5102504,MT,2018,"Floresta Alagável",6,16743.6360
"Cáceres",5102504,MT,2018,"Afloramento Rochoso",29,1172.6897
"Cáceres",5102504,MT,2018,"Pastagem",15,520462.2096
"Cáceres",5102504,MT,2018,"Área Urbanizada",24,2950.1155
"Cáceres",5102504,MT,2018,"Formação Savânica",4,363967.7333
"Cáceres",5102504,MT,2018,"Floresta",1,743698.0584
"Cáceres",5102504,MT,2018,"Vegetação Herbácea e Arbustiva",10,807648.3721
"Cáceres",5102504,MT,2018,"Agropecuária",14,555220.5532
"Cáceres",5102504,MT,2018,"Área não Vegetada",22,3293.1498
