territorio,geocode,estado,ano,variavel,chave,unidade,valor
Glória D'Oeste,5103957,MT,2008,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.043854
Glória D'Oeste,5103957,MT,2009,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.342946
Glória D'Oeste,5103957,MT,2010,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.571346
Glória D'Oeste,5103957,MT,2011,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.237080
Glória D'Oeste,5103957,MT,2012,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.285015
Glória D'Oeste,5103957,MT,2013,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,25.843904
Glória D'Oeste,5103957,MT,2014,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,25.956328
Glória D'Oeste,5103957,MT,2015,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.922249
Glória D'Oeste,5103957,MT,2016,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.051574
Glória D'Oeste,5103957,MT,2017,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.440733
Glória D'Oeste,5103957,MT,2018,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.050328
Glória D'Oeste,5103957,MT,2019,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,27.210275
Glória D'Oeste,5103957,MT,2020,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,27.888095
Glória D'Oeste,5103957,MT,2021,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.859518
Glória D'Oeste,5103957,MT,2022,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,26.383142
Glória D'Oeste,5103957,MT,2023,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,27.352948
Glória D'Oeste,5103957,MT,2024,Temperatura média anual do ar,atmosphere_annual_mean_air_temperature,°C,27.837734
Figueirópolis D'Oeste,5103809,MT,1985,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.884613
Figueirópolis D'Oeste,5103809,MT,1986,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.897020
Figueirópolis D'Oeste,5103809,MT,1987,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.960292
Figueirópolis D'Oeste,5103809,MT,1988,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.937016
Figueirópolis D'Oeste,5103809,MT,1989,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.751502
Figueirópolis D'Oeste,5103809,MT,1990,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.762529
Figueirópolis D'Oeste,5103809,MT,1991,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.826834
Figueirópolis D'Oeste,5103809,MT,1992,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.726525
Figueirópolis D'Oeste,5103809,MT,1993,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.919171
Figueirópolis D'Oeste,5103809,MT,1994,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.865365
Figueirópolis D'Oeste,5103809,MT,1995,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.976359
Figueirópolis D'Oeste,5103809,MT,1996,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.851586
Figueirópolis D'Oeste,5103809,MT,1997,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.934793
Figueirópolis D'Oeste,5103809,MT,1998,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.817768
Figueirópolis D'Oeste,5103809,MT,1999,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.938987
Figueirópolis D'Oeste,5103809,MT,2000,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.921924
Figueirópolis D'Oeste,5103809,MT,2001,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.982052
Figueirópolis D'Oeste,5103809,MT,2002,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.018775
Figueirópolis D'Oeste,5103809,MT,2003,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.987044
Figueirópolis D'Oeste,5103809,MT,2004,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.044784
Figueirópolis D'Oeste,5103809,MT,2005,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.995228
Figueirópolis D'Oeste,5103809,MT,2006,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.947165
Figueirópolis D'Oeste,5103809,MT,2007,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.037919
Figueirópolis D'Oeste,5103809,MT,2008,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.017526
Figueirópolis D'Oeste,5103809,MT,2009,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.938605
Figueirópolis D'Oeste,5103809,MT,2010,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.188442
Figueirópolis D'Oeste,5103809,MT,2011,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.016593
Figueirópolis D'Oeste,5103809,MT,2012,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.979875
Figueirópolis D'Oeste,5103809,MT,2013,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.866756
Figueirópolis D'Oeste,5103809,MT,2014,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.842752
Figueirópolis D'Oeste,5103809,MT,2015,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.999863
Figueirópolis D'Oeste,5103809,MT,2016,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.926791
Figueirópolis D'Oeste,5103809,MT,2017,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.932132
Figueirópolis D'Oeste,5103809,MT,2018,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,0.924507
Figueirópolis D'Oeste,5103809,MT,2019,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.150884
Figueirópolis D'Oeste,5103809,MT,2020,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.463185
Figueirópolis D'Oeste,5103809,MT,2021,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.187369
Figueirópolis D'Oeste,5103809,MT,2022,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.166669
Figueirópolis D'Oeste,5103809,MT,2023,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.204036
Figueirópolis D'Oeste,5103809,MT,2024,Déficit pressão de vapor anual,atmosphere_annual_vapor_pressure_deficit,kPa,1.406404
Glória D'Oeste,5103957,MT,1985,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.102822
Glória D'Oeste,5103957,MT,1986,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.772395
Glória D'Oeste,5103957,MT,1987,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.551085
Glória D'Oeste,5103957,MT,1988,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.865832
Glória D'Oeste,5103957,MT,1989,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,16.872951
Glória D'Oeste,5103957,MT,1990,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,16.644146
Glória D'Oeste,5103957,MT,1991,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.297364
Glória D'Oeste,5103957,MT,1992,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.723262
Glória D'Oeste,5103957,MT,1993,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.316741
Glória D'Oeste,5103957,MT,1994,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.736945
Glória D'Oeste,5103957,MT,1995,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.780160
Glória D'Oeste,5103957,MT,1996,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.819242
Glória D'Oeste,5103957,MT,1997,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.038611
Glória D'Oeste,5103957,MT,1998,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.402337
Glória D'Oeste,5103957,MT,1999,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,16.853004
Glória D'Oeste,5103957,MT,2000,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.238789
Glória D'Oeste,5103957,MT,2001,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.688237
Glória D'Oeste,5103957,MT,2002,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.121784
Glória D'Oeste,5103957,MT,2003,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.622049
Glória D'Oeste,5103957,MT,2004,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.891026
Glória D'Oeste,5103957,MT,2005,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.824085
Glória D'Oeste,5103957,MT,2006,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.489229
Glória D'Oeste,5103957,MT,2007,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.406900
Glória D'Oeste,5103957,MT,2008,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.290625
Glória D'Oeste,5103957,MT,2009,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.463619
Glória D'Oeste,5103957,MT,2010,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.047620
Glória D'Oeste,5103957,MT,2011,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.209919
Glória D'Oeste,5103957,MT,2012,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.987839
Glória D'Oeste,5103957,MT,2013,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.149194
Glória D'Oeste,5103957,MT,2014,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.012321
Glória D'Oeste,5103957,MT,2015,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.912794
Glória D'Oeste,5103957,MT,2016,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.015785
Glória D'Oeste,5103957,MT,2017,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.690856
Glória D'Oeste,5103957,MT,2018,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,17.777202
Glória D'Oeste,5103957,MT,2019,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.197978
Glória D'Oeste,5103957,MT,2020,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.869281
Glória D'Oeste,5103957,MT,2021,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.219465
Glória D'Oeste,5103957,MT,2022,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,16.455404
Glória D'Oeste,5103957,MT,2023,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,18.951888
Glória D'Oeste,5103957,MT,2024,Temperatura mínima anual do ar,atmosphere_annual_minimum_air_temperature,°C,19.304920
Glória D'Oeste,5103957,MT,1985,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-5.960550
Glória D'Oeste,5103957,MT,1986,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,1.491230
Glória D'Oeste,5103957,MT,1987,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,0.032623
Glória D'Oeste,5103957,MT,1988,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,12.014511
Glória D'Oeste,5103957,MT,1989,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,19.694966
Glória D'Oeste,5103957,MT,1990,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,1.864589
Glória D'Oeste,5103957,MT,1991,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,12.250387
Glória D'Oeste,5103957,MT,1992,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,14.985984
Glória D'Oeste,5103957,MT,1993,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-16.433350
Glória D'Oeste,5103957,MT,1994,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,8.551513
Glória D'Oeste,5103957,MT,1995,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,6.857627
Glória D'Oeste,5103957,MT,1996,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,0.672965
Glória D'Oeste,5103957,MT,1997,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,4.365807
Glória D'Oeste,5103957,MT,1998,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,39.768054
Glória D'Oeste,5103957,MT,1999,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-0.129510
Glória D'Oeste,5103957,MT,2000,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,20.083796
Glória D'Oeste,5103957,MT,2001,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,26.737155
Glória D'Oeste,5103957,MT,2002,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,10.235291
Glória D'Oeste,5103957,MT,2003,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,35.066982
Glória D'Oeste,5103957,MT,2004,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,20.802798
Glória D'Oeste,5103957,MT,2005,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,28.769040
Glória D'Oeste,5103957,MT,2006,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,41.269682
Glória D'Oeste,5103957,MT,2007,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,23.044070
Glória D'Oeste,5103957,MT,2008,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,21.222079
Glória D'Oeste,5103957,MT,2009,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,24.235732
Glória D'Oeste,5103957,MT,2010,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,5.034979
Glória D'Oeste,5103957,MT,2011,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,17.905338
Glória D'Oeste,5103957,MT,2012,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,25.439706
Glória D'Oeste,5103957,MT,2013,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,9.203732
Glória D'Oeste,5103957,MT,2014,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,52.992316
Glória D'Oeste,5103957,MT,2015,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,2.731881
Glória D'Oeste,5103957,MT,2016,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,0.130599
Glória D'Oeste,5103957,MT,2017,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,16.484192
Glória D'Oeste,5103957,MT,2018,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,17.738213
Glória D'Oeste,5103957,MT,2019,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-10.906362
Glória D'Oeste,5103957,MT,2020,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-5.732289
Glória D'Oeste,5103957,MT,2021,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,20.213105
Glória D'Oeste,5103957,MT,2022,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,-2.616184
Glória D'Oeste,5103957,MT,2023,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,9.829205
Glória D'Oeste,5103957,MT,2024,Disponibilidade anual de água,atmosphere_annual_water_availability,mm,0.726436
Glória D'Oeste,5103957,MT,1985,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.110027
Glória D'Oeste,5103957,MT,1986,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.136570
Glória D'Oeste,5103957,MT,1987,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.553941
Glória D'Oeste,5103957,MT,1988,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.219946
Glória D'Oeste,5103957,MT,1989,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.390971
Glória D'Oeste,5103957,MT,1990,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.724708
Glória D'Oeste,5103957,MT,1991,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.538245
Glória D'Oeste,5103957,MT,1992,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.250976
Glória D'Oeste,5103957,MT,1993,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.284729
Glória D'Oeste,5103957,MT,1994,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.023093
Glória D'Oeste,5103957,MT,1995,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.132376
Glória D'Oeste,5103957,MT,1996,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.698471
Glória D'Oeste,5103957,MT,1997,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.263490
Glória D'Oeste,5103957,MT,1998,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.345588
Glória D'Oeste,5103957,MT,1999,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.408558
Glória D'Oeste,5103957,MT,2000,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.202427
Glória D'Oeste,5103957,MT,2001,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.171142
Glória D'Oeste,5103957,MT,2002,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.005809
Glória D'Oeste,5103957,MT,2003,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.337244
Glória D'Oeste,5103957,MT,2004,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.655928
Glória D'Oeste,5103957,MT,2005,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.629557
Glória D'Oeste,5103957,MT,2006,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.035434
Glória D'Oeste,5103957,MT,2007,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.096243
Glória D'Oeste,5103957,MT,2008,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.347793
Glória D'Oeste,5103957,MT,2009,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.349584
Glória D'Oeste,5103957,MT,2010,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.523600
Glória D'Oeste,5103957,MT,2011,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.430368
Glória D'Oeste,5103957,MT,2012,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.744218
Glória D'Oeste,5103957,MT,2013,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.090008
Glória D'Oeste,5103957,MT,2014,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,33.994856
Glória D'Oeste,5103957,MT,2015,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.654999
Glória D'Oeste,5103957,MT,2016,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.744950
Glória D'Oeste,5103957,MT,2017,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.328648
Glória D'Oeste,5103957,MT,2018,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,34.291429
Glória D'Oeste,5103957,MT,2019,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.547761
Glória D'Oeste,5103957,MT,2020,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,36.690610
Glória D'Oeste,5103957,MT,2021,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.353352
Glória D'Oeste,5103957,MT,2022,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.306039
Glória D'Oeste,5103957,MT,2023,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,35.568747
Glória D'Oeste,5103957,MT,2024,Temperatura máxima anual do ar,atmosphere_annual_maximum_air_temperature,°C,36.531595
Figueirópolis D'Oeste,5103809,MT,2003,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,17.929851
Figueirópolis D'Oeste,5103809,MT,2004,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,26.227230
Figueirópolis D'Oeste,5103809,MT,2005,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,20.925983
Figueirópolis D'Oeste,5103809,MT,2006,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,16.795071
Figueirópolis D'Oeste,5103809,MT,2007,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,26.147953
Figueirópolis D'Oeste,5103809,MT,2008,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,14.746122
Figueirópolis D'Oeste,5103809,MT,2009,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,9.869160
Figueirópolis D'Oeste,5103809,MT,2010,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,31.138537
Figueirópolis D'Oeste,5103809,MT,2011,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,9.040004
Figueirópolis D'Oeste,5103809,MT,2012,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,11.479764
Figueirópolis D'Oeste,5103809,MT,2013,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,8.727639
Figueirópolis D'Oeste,5103809,MT,2014,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,10.203346
Figueirópolis D'Oeste,5103809,MT,2015,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,15.902568
Figueirópolis D'Oeste,5103809,MT,2016,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,11.464487
Figueirópolis D'Oeste,5103809,MT,2017,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,12.025566
Figueirópolis D'Oeste,5103809,MT,2018,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,9.640175
Figueirópolis D'Oeste,5103809,MT,2019,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,15.662220
Figueirópolis D'Oeste,5103809,MT,2020,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,22.275030
Figueirópolis D'Oeste,5103809,MT,2021,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,16.087447
Figueirópolis D'Oeste,5103809,MT,2022,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,13.808474
Figueirópolis D'Oeste,5103809,MT,2023,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,12.567808
Figueirópolis D'Oeste,5103809,MT,2024,PM2.5 anual,atmosphere_annual_fine_particulate_matter_pm2_5,µg/m³,38.126737
Glória D'Oeste,5103957,MT,1985,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,25.977460
Glória D'Oeste,5103957,MT,1986,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.275364
Glória D'Oeste,5103957,MT,1987,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.481607
Glória D'Oeste,5103957,MT,1988,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,25.937069
Glória D'Oeste,5103957,MT,1989,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,25.354163
Glória D'Oeste,5103957,MT,1990,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,25.704663
Glória D'Oeste,5103957,MT,1991,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.016826
Glória D'Oeste,5103957,MT,1992,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,25.575887
Glória D'Oeste,5103957,MT,1993,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.240593
Glória D'Oeste,5103957,MT,1994,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.213459
Glória D'Oeste,5103957,MT,1995,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.320100
Glória D'Oeste,5103957,MT,1996,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.096536
Glória D'Oeste,5103957,MT,1997,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.662372
Glória D'Oeste,5103957,MT,1998,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.514578
Glória D'Oeste,5103957,MT,1999,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.404934
Glória D'Oeste,5103957,MT,2000,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.249096
Glória D'Oeste,5103957,MT,2001,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.711164
Glória D'Oeste,5103957,MT,2002,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,27.309001
Glória D'Oeste,5103957,MT,2003,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.551404
Glória D'Oeste,5103957,MT,2004,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.626912
Glória D'Oeste,5103957,MT,2005,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.846603
Glória D'Oeste,5103957,MT,2006,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.345883
Glória D'Oeste,5103957,MT,2007,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.839341
Glória D'Oeste,5103957,MT,2008,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.526823
Glória D'Oeste,5103957,MT,2009,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.708262
Glória D'Oeste,5103957,MT,2010,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,27.084357
Glória D'Oeste,5103957,MT,2011,Temperatura média anual sup. terrestre,atmosphere_annual_mean_surface_temperature,°C,26.695576
